Zero,One,Two,Three,Four,Five,Six,Seven,Eight,Nine,Ten,Eleven,Twelve,Thirteen,Fourteen,Fifteen,Sixteen,Seventeen,Eighteen,Class,Stability,Selected
0.568096137,-0.057012528,0.067707792,0.129761851,-1.742640901,-0.953830628,1.523609975,2.735606677,1.252501769,-0.520868216,0.630193641,-1.11084374,0.713370207,-1.35202008,0.102247312,1.660039859,-0.836898455,0.603314448,1.499811955,0,0.95,No
0.483446586,-0.238166449,0.022782246,1.736618132,-0.954626216,-0.238396379,1.657379045,-1.469547074,0.337045922,1.624317608,1.268211498,0.36370157,0.277977921,0.785345537,1.079495539,1.078700799,-1.228635826,-0.783164448,1.162979195,1,0.25,No
-0.709134398,1.397898357,0.969159038,0.164709588,1.820457343,0.775599285,0.341498462,1.218247098,-0.412608026,-0.108112806,-0.160649971,0.288501728,0.862721758,0.251397281,-0.592615202,-0.138271829,-1.227712822,0.873333793,2.057315458,1,0.35,No
-1.024062034,-0.900844454,-1.025021222,0.796434107,0.745027497,-1.799911413,0.462463671,-0.313697763,0.891409613,3.54956547,0.158541143,0.656248607,-2.244715806,-0.484947501,-0.974907364,-1.868990234,-0.354703785,1.322897924,0.823728249,1,1,No
-1.629736487,-0.361672273,0.142483737,-1.52823771,-1.26444287,0.976924596,-0.680141176,-0.871833174,0.309239278,-0.689769622,0.430934567,0.494437724,-0.757554365,1.683270332,1.228710456,1.032693288,1.529469318,1.024307331,-0.324519116,1,0.45,No
1.906687989,0.10271518,-0.242865721,-0.531624712,-2.198163548,-0.384023341,0.215718651,0.403455597,0.545113708,0.116804495,-0.347972801,-0.461709782,-0.4978253,-0.472064508,1.529338274,2.464773914,-1.601187971,-0.025405519,0.413830673,1,0.3,No
-0.12514069,1.206957346,-0.37972421,-0.747126564,0.051871946,-1.392627079,-1.09091722,-2.218096748,1.115153002,1.847527334,-0.047663383,-0.889366603,0.222100777,-1.087301085,0.848414247,1.782415843,0.344916748,2.377424381,1.001720529,0,0.85,No
-1.476782214,-0.17509744,0.890170499,-0.807673342,1.814320911,0.325088585,-0.346562138,0.097902488,0.087703882,-0.948348181,-1.565359866,-0.630372285,1.179545545,0.604474614,-0.100168945,-0.517628006,-0.100471714,-0.861862059,0.446455922,1,1,No
-0.121737342,-0.292885098,-0.233094778,1.230257828,0.09164441,-0.968647541,-1.773294461,-0.362612429,-0.552962515,-0.048323916,0.086841725,0.99465156,-0.004343584,-0.403385936,-0.807595002,1.712135722,2.021056909,-0.225831619,-0.846455758,0,1,No
1.549026795,1.090150869,1.191660823,-0.193570928,-1.775073773,-1.569341541,-0.812285196,-0.075788192,1.309994562,-0.241195894,-1.650966709,0.624436609,-0.690685269,-1.296731448,1.735864249,1.368859762,-4.67E-05,1.750742769,-0.267382782,1,0.45,No
-0.511020782,0.477821192,0.366136043,-0.006425298,1.294271111,0.577188795,0.326138281,-1.751133016,-1.029776589,1.243608508,-0.349960192,1.998317437,0.494315979,-0.954172463,1.649274723,0.892318933,1.153156277,0.794988202,0.869890369,0,0.95,No
1.211385025,0.693146457,0.177243627,-1.474148618,0.607887443,1.846121427,0.043479961,-1.302345225,-1.602662242,0.597548643,-0.687568775,1.578302869,0.923301617,1.63089675,-0.291019064,-1.523254777,2.335684418,2.264017326,-0.50697867,1,1,No
1.093936107,0.778832726,0.162292902,-1.504882228,0.11748136,-1.87892681,-0.249889841,0.018088297,-0.018294762,0.876147541,-1.029840777,0.92858662,-0.010975889,-0.102897625,-0.011267564,-1.382950207,-0.716420755,1.906412592,-0.706714543,1,1,No
0.272923431,-0.783579203,-0.237765669,0.006469692,-0.105456979,-1.54730229,-1.812125071,2.245034693,-0.621709449,0.478620462,0.119120619,0.872055038,-0.200573066,-1.409349444,-1.264763122,-0.484714152,-0.87278674,1.259519949,-0.458414632,1,0.9,No
0.459648703,1.472343637,1.831342177,-0.87514192,0.867294716,-2.243065335,-1.531613494,-2.279053158,-0.6219813,-0.853264522,0.290571145,-0.260031148,-0.523052553,1.988954994,1.381693519,1.273143136,-0.352977821,1.558240188,-0.023764429,0,1,No
-0.784390135,-0.723151198,0.977386148,-0.96133781,0.131752078,-0.377996766,-1.189237852,-2.352822749,-1.296767331,0.770629701,-0.20491358,0.756866875,1.524720984,0.132100941,-0.287666264,1.99625747,-0.580937377,1.122692557,0.0183936,0,1,No
0.428715755,-0.670005814,0.044612986,1.175085276,-2.098477992,-1.49173623,0.217487053,-1.438616307,-1.730714892,1.127120556,0.430089276,0.361087289,1.069410707,-0.871062759,1.007775813,3.554125291,-1.045331419,0.421501606,0.775659018,1,0.6,No
0.293973853,1.364202497,-1.438728583,-1.270042811,-1.291913807,-0.238673734,1.611584609,1.186884368,-2.083344611,-2.9984252,0.191076018,-1.518297422,0.151749717,0.151943248,0.431014042,-0.174975014,-0.278597205,0.061303217,-0.462592771,0,0.6,No
-0.737459576,-0.757102708,-1.279950554,0.120290558,2.34339594,1.105884634,-0.314850468,-1.109938725,-0.601995059,0.210516223,0.035080366,1.402760764,0.677748205,0.168431307,-0.589818406,-0.131809518,-1.85681845,-0.467531069,0.22575116,0,0.95,No
2.602315653,0.335437327,-1.601882464,-0.754329218,-1.428432039,-0.349070627,0.196949977,0.033076841,-0.362465224,0.639707187,-0.097822222,-0.996503205,-0.589985293,0.553202848,-1.413532225,2.985217074,0.013726603,0.09395761,0.563581717,0,0.65,No
-1.035769004,-0.192009765,0.711384741,-1.623781132,-0.767615851,-0.625588373,-2.269021069,2.206820073,0.60707869,-0.590701367,-1.513484598,1.481936462,0.268344808,-0.435702995,0.748328467,-0.031892272,0.727627033,-0.35696185,1.381143434,0,0.95,No
0.994669113,-0.859355661,0.557757543,-0.686177692,3.228815665,-0.779848912,0.308660292,-2.363850423,0.225636874,-1.039856633,-0.235592729,-1.079929852,1.395195078,0.410592,0.285803562,-0.307661861,0.064831737,0.314287221,-2.246411907,0,0.85,No
0.312465773,0.039915725,-0.168400303,-0.301227494,1.628475239,0.83096627,-0.24021203,1.669316556,0.945882013,1.488010626,-0.293188457,-3.552999838,0.373618139,-1.667526997,0.565213528,-0.03718495,0.451428341,-0.154445493,1.064384383,1,0.2,No
0.090608083,-0.740065077,-0.047045423,-1.429291671,2.272380406,1.439479129,-0.123978533,-1.959728228,-0.262552667,-0.403957127,1.002097528,-0.581694163,0.975760716,-0.068528453,-0.410751183,0.437235925,-0.102981599,3.6500456,-0.021743124,0,1,No
-0.82339787,0.907907256,0.022694864,0.044266942,0.989143759,0.028648501,-0.9231013,2.543556032,0.140182903,-0.98775348,1.89468137,0.856572687,-0.519516904,-0.129265093,0.761842756,-0.667811507,-1.471634212,-0.103075485,-0.301131597,1,1,No
-0.415400387,-0.666707502,-0.285442808,-0.038326031,-2.261854356,-0.393200931,0.808119787,-0.941788282,0.06184529,-0.900455726,0.618602663,0.301953002,0.645970783,-1.334118477,0.445927902,3.065806462,0.092069307,0.788735217,0.232008999,1,0.85,No
-1.755999458,-0.4661098,0.435739309,1.295621817,2.859278605,-1.275107385,-0.729800805,-2.078812258,-0.093751431,-1.884582349,0.488478287,0.197135399,-1.24601424,0.137610346,1.343113574,-0.276538197,0.68619584,-0.275489438,-1.026430261,0,0.65,No
0.386575158,0.415936401,0.306620163,1.506911023,-1.837786027,-0.314638648,-0.10283933,0.843579575,-0.015080187,-0.626191006,-0.66957186,1.823569662,-1.057131871,-1.126799232,0.58225791,1.537249287,-0.271859852,1.960875787,0.863105341,1,0.1,No
0.252266365,-2.32677584,0.195231458,0.449170085,-1.147014056,-0.49597594,0.849431464,1.380220701,-1.144289736,-1.210960233,-0.859543772,0.043148348,-0.820708523,-0.841938849,-1.334065115,1.326518817,-1.130758136,1.066922611,0.933215899,0,1,No
0.742661182,0.562009734,-0.044829471,0.289056048,-0.243937938,0.858685337,-0.858516502,0.290710677,-0.41539956,0.471631651,2.256997726,0.856393047,1.130414808,0.473158406,-0.491158956,1.730496712,-0.52361958,-1.093460722,0.757362876,0,1,No
0.160100914,-0.165571474,0.157565125,0.995641041,1.615143792,1.224362646,-0.874109726,0.388144105,0.513423671,0.84901736,0.562292532,0.547195977,-0.821077854,-0.553752092,0.652637145,-1.148873509,1.482924694,-0.826166089,-1.215327761,1,1,No
-1.056811187,-1.475696108,2.04172054,0.103251707,-1.571934949,-1.683303733,0.491514314,-0.32172698,-0.115725834,0.570572351,3.74510845,2.261548019,-0.85764555,0.514821944,-0.135598452,1.523861072,0.305328019,1.81462824,0.56752262,1,0.55,No
0.190267076,0.045072248,0.373777186,0.397600417,1.407581494,-1.450933504,0.664856856,-1.524521638,1.483994097,0.28202689,0.162160636,1.415208654,-0.186890916,1.147001716,1.486619764,0.643113501,0.597393342,-0.483208953,-0.219061799,0,0.95,No
1.373887951,-0.184429359,-0.421881277,0.354771734,-0.541860831,-0.629296263,0.233160137,0.209740031,-1.465059676,-1.540469895,0.135048684,0.941653774,0.866528345,0.443102655,-0.687903377,-0.646950859,0.671074446,-0.226733947,0.376709409,1,1,No
-0.195055705,0.662399861,-0.139842098,-0.216610454,-0.391865185,-0.454686463,-0.35019452,-0.139488081,-0.514442662,-0.014379275,0.761106464,-0.051258903,-1.486002612,0.833244469,-1.246266165,1.541268767,0.112829523,-1.237809021,-1.39559467,0,1,No
1.15582295,-0.307625432,0.70704211,-0.232161637,1.267117888,-0.164287296,0.712046682,-1.243950243,-0.501101922,1.399803838,0.355154131,-0.082272688,0.027640234,0.432428935,-1.298789032,0.711705301,-1.531341318,-0.779556642,0.323079193,0,1,No
-0.748404166,0.069950746,1.634368793,-1.525178765,0.530596149,0.641636087,-0.967314429,1.900814257,-0.508965361,-0.982822722,-0.781292262,-1.212139599,-0.991790931,-1.320912431,-2.180944406,-0.528664747,0.026420147,1.232188312,-0.479104761,1,1,No
0.490997839,-0.033059192,-1.417264474,-1.374707582,-0.714506007,-1.91390553,-0.682292274,-1.66783208,0.154688587,0.124735689,1.109091489,0.787686417,1.158138328,-0.211604649,-0.487997036,2.244682788,-2.01810247,-2.255900614,2.049673727,0,0.55,No
0.034900252,-1.55623632,1.477854673,1.593196827,-2.16344956,1.573121472,1.340112039,0.320424378,-0.202836693,0.679145392,-0.301448799,0.123822612,0.460168468,0.64655691,-0.298495349,2.134913176,0.734221536,0.217413056,-1.541301302,1,0.15,No
-1.172902762,0.905368504,1.20863781,0.594245966,1.200174165,-0.950318927,0.890753659,0.603188554,0.456414996,-0.181142094,-0.4939394,-0.308733789,-0.456707659,0.708550026,0.673331239,-0.805277935,-0.106316605,-0.324571541,-2.027340098,1,1,No
-0.317031447,1.387105716,-0.437311081,-0.741310343,1.232737564,1.006445329,1.217261052,1.357167312,0.172824711,1.038317723,-0.982618471,1.271390009,-0.834714787,-0.015591679,0.2211146,-0.488808778,0.740656318,-0.324718593,-0.124094264,1,0.95,No
-0.535214219,0.502650948,-0.100195442,2.587683943,-0.098941394,2.205195637,-2.497897796,-1.122131041,1.159073226,-0.864302314,-0.384246162,1.552324803,-0.715196373,-1.690281572,-2.378911148,-0.665698714,1.120668103,-0.055125115,0.269968121,1,0.95,No
0.582252566,-0.168089898,0.479675131,-2.087126111,3.3542594,1.779955579,0.960848966,1.714626962,0.375736004,0.265628006,-0.575361765,0.294033787,-1.02417342,0.929054361,-0.462516093,1.999566185,0.03799667,0.650221216,0.087881223,1,0.1,No
0.641547892,-1.68207598,-2.141902283,0.601362893,-1.103313274,-1.561966394,0.170322768,3.217848882,1.112674348,-1.244495456,-0.0459345,-0.060753108,-0.539519316,0.879536912,-0.273320945,-3.686337148,0.522295043,2.013857804,0.249944055,1,1,No
-0.524213376,-1.142986042,-1.581047733,0.35293782,-1.752341102,0.418750554,1.465907462,-0.362732363,0.53748135,-0.126531074,-0.98656043,0.075027658,0.53700467,0.981915579,-0.397905543,1.898543771,-0.414843031,1.312728641,1.21319986,1,0.2,No
-0.653600673,0.391747514,-0.069159395,-0.870169171,0.371750918,1.173893993,-1.9354543,1.51478907,-0.407560706,-0.377930777,-1.3593201,-1.507391196,0.494504576,-1.790416741,-0.345062695,-2.017318181,0.89440064,0.701178381,1.48108781,0,0,No
0.235435112,-0.037708953,-2.476875226,-0.062589576,0.143163093,0.302187288,-0.107439126,0.835848579,-1.67152549,-1.712927843,0.875125259,0.9735937,2.328596839,0.817500307,1.865706948,1.029589592,-1.119092581,1.664404112,0.604132728,0,1,No
-0.537706183,-0.302179833,-0.393578485,-0.850541888,-1.20428227,2.302296798,-0.059584558,1.283528097,1.808011209,0.004424365,0.978101957,0.001076477,1.363297458,-0.767108541,-0.553821424,3.119473526,-1.083096762,0.757665783,-0.217416347,0,1,No
-0.538404309,0.633320209,1.076992817,-1.583436995,3.22409444,-1.009317509,-1.169634917,0.1798542,-1.654460784,0.436195912,0.161208471,-1.724305958,-0.507834501,-0.753603607,2.019159671,0.21111768,1.355606342,0.152516477,-0.897368676,1,0.4,No
0.616419805,0.904063671,-0.301255206,-0.341738759,-1.532978105,-0.744594347,0.957474654,1.418835146,0.060384785,-0.210392943,-2.590742218,1.818898978,0.688372538,0.808594666,-0.954324258,1.670616515,-0.601701889,-0.84611316,-0.289830979,0,1,No
-0.886138706,0.564126231,-0.414922068,0.866584703,-1.066048956,-1.908867679,1.06366701,-0.394244729,0.155153081,-1.913822588,-0.132050391,0.388835653,-0.827091755,0.32786198,1.182577485,0.876170307,0.519477413,2.60114139,0.170621507,1,0.45,No
-0.337032313,2.532597418,-1.695904561,-0.29643961,-0.140657154,-0.628232744,-0.374390903,1.826803491,-0.564321365,1.771533385,1.981749468,0.456411836,0.648921424,-0.421117737,1.845034206,2.479655853,0.390462179,1.392442072,-0.940292515,0,1,No
0.321835158,-0.213501576,-0.37612552,0.97311992,-1.55584198,-0.564777892,-0.240711839,-1.763746805,-1.050025614,-0.852468621,-0.616783282,0.103381572,-0.023939024,0.621140904,2.073124765,2.502966901,-0.212012585,-0.744534646,-0.761143122,1,0.6,No
0.681645374,-0.829645828,-1.810794363,-0.584816329,2.5930395,0.979203749,-0.123988603,0.522291105,-0.525743352,1.362812099,0.127023394,0.088930678,-0.178746749,-0.732735557,1.499716239,-0.526550181,0.679631879,1.664409997,-0.141924468,0,0.15,No
-0.848179521,-0.546626811,1.11422336,-0.726085103,1.757564011,1.159286413,0.032810685,2.45411769,1.405311526,-2.503454256,-0.712815375,-0.296470206,0.309470366,1.950189803,-0.009342237,-0.200019449,1.868196888,1.175732475,0.207533621,1,0.65,No
-0.203757546,-0.800213787,1.03341622,-1.557781773,0.751701456,0.6478037,-0.060645868,1.587813157,0.798234496,-0.147134142,0.114170088,0.225259631,-2.371878033,-0.093827433,1.447149221,-1.526773371,0.782755042,-0.552365136,2.297058382,1,1,No
-0.707992158,0.727697143,0.150750243,-1.054501655,-2.050628361,0.028941917,0.17987236,1.091343699,-1.372825334,0.727841857,0.207728337,-0.391126313,-1.073035862,-2.099742297,0.08130118,5.548766145,1.727247287,0.960983782,-0.237113475,0,1,No
-0.057132889,-0.931972912,-0.035009118,-0.292503889,1.558164959,1.071080206,-0.02520619,1.316596709,0.429373719,0.12217706,-0.555906212,1.329431772,-0.664522769,-0.141868036,-0.104144292,-0.559187551,-0.453097795,0.145916814,0.241796208,1,1,No
-0.666280459,1.01666755,0.030613971,0.097859482,-1.264179586,0.347861931,-1.618836195,1.634329768,-1.035348499,1.035988979,-0.600361379,-0.238378272,0.052004533,0.587055327,-0.17443703,-2.03898729,0.404601073,1.344740507,0.161623144,1,1,No
-0.038872108,-0.727094189,0.069679992,0.159132899,0.497562089,1.308812886,0.215739575,-1.393926199,-1.362140837,0.13473122,0.681758568,0.434483142,-3.200596011,0.232655401,-0.451149727,1.509441359,-1.218565598,-2.069699709,-0.667417542,0,1,No
0.818016934,-0.659151572,0.805701704,-0.473664547,-1.210207754,0.932623414,-0.288629092,0.06340518,0.973590963,0.329872016,-1.45792753,-1.863897955,-0.449473106,0.546758826,-0.253679393,0.654508448,-0.583239356,0.613061117,-0.969311592,0,0.75,No
0.447659749,-0.729175451,-0.170994063,-0.396647774,-0.496856387,0.918650179,-1.204776071,1.577648977,-0.689962167,-0.424528156,0.12450549,1.387246415,0.233320388,1.511981586,0.467342992,1.939911314,0.89093591,-0.080941935,0.808962192,0,1,No
-0.020260838,0.714691759,-0.089888262,-0.927821867,0.964419246,2.096202239,-0.277013227,-2.15163979,-0.492206558,1.043717975,0.133856566,-0.809734375,-0.067517396,-0.656343185,-0.889357023,1.110186524,0.066729644,1.237704617,-1.42483155,0,0.95,No
0.814473568,0.172581038,0.501875111,0.823498099,0.665576444,-0.663204933,-0.795073608,1.933259038,-0.487826219,-1.952040024,-0.497577532,-0.391722264,-0.059314868,-0.77457431,0.682689618,0.132724499,-0.134356725,-0.242621685,0.419572148,0,1,No
-0.243211069,-0.869587643,0.33427438,-0.65457647,1.286345495,-1.001440324,-0.331796791,-1.555769111,-0.891445964,-0.64475779,0.640232048,-0.543411615,0.050336464,-0.327831904,-0.489791636,0.915478356,1.223558614,-0.129114239,1.162652846,0,1,No
-0.878266469,-0.184258433,0.620732313,1.889483983,2.21230033,-0.468224901,-1.302328892,0.257595944,0.400404004,-1.156044471,-0.785760934,-0.732458737,-0.615941708,-0.450040851,0.131322762,0.162218497,0.455535059,-0.922748087,0.038579149,1,0.05,No
-0.940440773,-0.009316725,-0.208520539,0.474540969,2.348099109,0.535297216,0.538502298,-1.287963836,-0.184821356,-0.389162384,0.625280836,-0.094240464,-0.052567154,-1.422437306,0.986334623,-0.098527696,0.347205999,1.82437406,0.943832756,0,0.8,No
-0.075018231,-0.09717989,0.538510546,-0.551273719,0.22753002,-0.523682065,-0.865663783,0.932395336,-0.733431048,-1.244093962,0.955392279,-0.131454922,1.163280857,0.23381527,1.801640434,1.049146724,-0.287327674,-1.201626398,1.39494644,0,1,No
0.04224194,-0.729346933,0.402075187,-0.254107237,-1.492351864,-0.731300426,0.332681828,-0.279632865,-1.954011378,-1.751525098,1.331159586,0.693033539,0.253029991,-1.627424534,-0.413044427,0.89505338,0.242843761,-0.534271414,0.641126257,0,0.45,No
-1.037860997,-0.474351665,0.447449665,-0.419983468,1.257109765,-0.0649272,-1.07636177,-0.432349537,1.029073232,-1.269493533,-0.46704762,0.6108708,0.760683345,-0.381298512,-0.293921402,1.178719745,0.013199393,-0.924384791,1.252528181,1,0,No
-1.29933606,1.123776604,-0.212823817,-0.938480517,-1.056370769,0.198691873,0.649204371,0.892066755,0.698902476,-0.953174507,-1.733900146,-0.091716476,0.295660927,0.217671186,1.111860685,1.173718446,0.136769538,-1.284967593,-1.397697259,0,1,No
-0.204438531,1.080989515,0.012726018,0.246295086,0.64831478,-1.186089621,1.13041716,0.522848085,1.384228627,1.540651973,0.555575196,1.198094254,0.420475711,0.17945257,-0.712238141,-1.115132778,1.575264925,1.578791841,-0.146517323,1,1,No
-0.807217515,1.432859127,-0.152469207,0.23821172,-2.97743071,0.289235285,0.54499149,0.050836871,-1.242041299,2.460596453,-0.146466255,-0.797984554,0.968338616,0.091761504,-0.826595066,1.067492162,0.73981944,0.206563205,1.473637172,0,0.85,No
-0.480794617,-0.717037976,-0.521260294,-0.777480821,0.903481939,0.492987588,-0.254309162,-1.409118413,-0.526379706,-1.187004132,0.173613204,0.920865764,-0.326425974,0.521650949,-1.049228734,1.101563295,-1.260897913,1.21860755,-0.94501569,0,1,No
0.240403343,0.021712585,1.204039999,-1.415808262,-0.973439943,-2.83931827,-1.101536611,-0.627527068,-0.403259464,-0.457736043,-0.288698835,-0.046327423,0.762383443,0.126858134,-0.241499014,0.637365558,0.681833126,1.035527454,0.779697055,1,0.2,No
0.79025784,-0.721898069,-1.83811055,-0.657888132,-1.881079808,0.325545046,0.880420569,-0.461436977,0.557949062,-0.507920156,-1.409856862,-0.545401461,-0.308355456,0.062970356,-0.336988237,0.281865161,-1.084383489,-0.224607081,-1.907955478,0,0.75,No
-1.087498463,1.447225056,-1.326606217,1.859095536,-0.431665063,-2.297315737,0.709901022,1.033302243,-0.050143447,-0.586715402,0.93329122,1.401342881,1.497805197,0.978844675,-0.783403716,-1.663706544,1.286460727,1.264158468,-0.257312809,0,0,No
-1.802816612,-1.991607657,1.475516981,0.943120497,-1.371775565,-0.760545812,0.962018458,2.924732733,-0.754627002,-0.389142622,0.464240221,-1.768448427,-0.839322536,0.488747036,0.867464565,1.141354146,-2.039395329,0.081236739,1.656568107,0,1,No
0.44685613,-0.055334315,-0.087338511,-0.29678149,-1.499506518,-0.373444248,-2.473777478,-0.203601872,-0.617788404,-0.626568974,-0.419817928,-0.970267454,-0.129993754,0.414922019,-0.901196977,1.426785344,-0.32490391,-0.302565245,-0.545271392,1,0.25,No
-0.580340338,0.807951892,0.161358652,2.054828504,-0.007041034,-0.922239012,-2.052850321,1.935684905,0.530174669,-1.493290759,1.046782593,0.333495013,0.490149122,-1.105820928,2.326334505,-1.557225498,0.630902671,1.049217944,-1.386268622,1,1,No
-1.118478246,-0.231933911,0.556869188,0.058563281,2.945370109,-2.103595797,-1.55862103,-0.665064392,-0.420638627,-0.274485395,0.393017137,-0.245271534,-1.485491567,0.448570071,-1.05518763,-0.630471611,-0.64422916,-1.190012593,-0.691270465,0,0.4,No
-1.007501164,1.545540935,-0.450148281,-1.069727966,-0.727736383,-1.953660292,-0.099438382,3.097504185,-1.575904504,0.86855971,1.005377635,-0.433006594,-0.175697064,-1.600979284,1.502589031,-2.532916675,-0.132587278,-0.715541015,-3.020259674,1,1,No
-0.272960901,-1.344027014,0.717776075,0.859324023,0.625731693,0.991438877,-0.697695126,0.689237608,-1.084786482,-0.067449183,0.547894921,0.363435751,0.536878167,0.676144964,0.03273822,1.128351065,0.448802358,-0.107160176,-1.801926108,0,1,No
0.945198958,0.617353889,-1.152407071,0.894932776,-2.349703421,-1.931524899,-0.335554001,0.832270157,0.188732606,-1.219202982,0.256430343,-0.76836689,-0.691220904,-0.263907473,-0.476277267,2.838185081,-1.132462855,0.553812407,-0.027431147,1,0.1,No
0.064839332,0.558724561,-0.928531621,-0.380968679,-2.135219476,-0.949972162,0.662272459,-0.000591021,-0.725950933,2.476143407,-0.413558666,0.584444702,0.687106045,-0.563434519,0.97734749,2.76087059,0.287571296,0.541783799,0.678732629,1,0.35,No
0.784905421,-0.520531741,-1.493319937,0.55083946,0.837736914,1.356875416,-0.82111638,1.089622503,-0.073935088,0.297308709,0.469226448,-0.841538283,-0.76556172,-0.117047267,0.077983197,-1.517929306,-0.144721098,-1.072141017,0.091693713,0,0,No
0.517011138,-0.643812925,0.693680761,-1.092888917,1.432459408,0.170309759,-1.984554144,-3.413304872,-0.36625683,-1.266697493,-1.083550177,0.502529338,-0.146358584,0.379962446,-0.401058617,0.997710795,0.96323999,0.404370162,0.615449575,0,1,No
-0.34364988,1.15476771,0.963447848,-0.143315746,2.118978794,-0.411259165,0.693294472,0.13455325,-0.029596781,-0.092515447,-0.864501603,-0.974575412,0.140649661,0.908341665,1.270682592,-0.747983953,-1.020634306,-0.422096069,-0.849702585,1,1,No
0.364130225,-0.734946789,0.414720386,-0.614607114,-0.054812922,1.189723997,-0.818446709,1.683214449,-0.615272345,1.493665843,1.638176294,0.404168328,-0.324994386,1.528381208,-0.363628187,1.57188114,-0.95275079,0.964900225,0.271108261,0,1,No
0.117273355,0.273569675,-0.209003082,1.020675409,-0.726818448,-1.261267225,-1.070416843,1.640546641,-1.150965632,1.402856816,-0.684044709,-0.516607604,0.882733767,-0.521481467,2.095334191,2.577441173,-0.330619797,-0.290266886,0.975172295,0,0.9,No
-1.215925281,-1.294237118,-1.620309729,-0.485798473,2.145998555,-1.066856804,-0.088502652,0.739511587,0.051192018,0.04275422,1.286131562,0.81529475,-2.192689169,1.15150277,1.348824546,-0.406003172,0.642591742,-1.430717478,-1.375391677,1,0.9,No
-0.314907914,2.049213936,-0.733185798,0.562302474,1.517447412,-0.171551208,0.294758794,-1.903858809,-0.883838153,0.181942957,0.829570754,-1.097479988,0.245579213,0.943911144,1.806246455,1.134300389,-0.349257173,0.209984771,-0.3871361,0,1,No
0.205258604,-2.314207741,2.258112341,0.802321532,3.279198162,1.196452638,-1.082153148,0.329003888,-0.669282054,-2.162305814,1.221976475,0.18856572,0.516623758,-1.591378377,0.590850841,-0.448303244,0.989887215,-0.094303673,-0.914056098,1,0.75,No
-1.043858834,-0.35497536,0.786505947,-0.499406861,-0.27885646,-0.733004143,-0.978645898,2.986033317,-1.08130535,-1.01059301,1.531592135,1.882882121,-0.562952974,-1.220117898,0.633244017,-0.375807595,-0.051670572,1.77563897,0.715382682,1,0.9,No
0.747447428,1.931530198,-1.630523986,-0.397195112,-0.878223764,1.501538327,0.925885097,-1.629949919,1.235350544,-1.85339178,0.325266952,-0.195104195,-0.058849572,0.054526619,0.08586429,1.117679195,-0.898116393,-0.981451302,-0.21491268,1,0.2,No
-1.090120267,0.351169288,0.501016753,-0.111451117,-0.886664377,-1.526402874,0.079077565,1.894001379,0.359107876,-1.828430208,-0.669465639,0.838509268,-0.941648245,0.886614271,-0.656090639,1.031707164,-0.474194882,-0.273473643,-0.524298871,0,1,No
-1.625640191,1.478719088,0.384278143,2.180531549,-0.908439657,0.657879234,1.089607539,2.662882966,-1.044408201,1.149991219,-0.422604765,-1.899103401,0.646723868,-1.757965149,-1.848150088,0.865760684,-0.701062548,-0.537389413,-1.130776521,0,1,No
-1.054301963,0.284909972,0.412991192,-1.166462138,1.83827609,-0.25890464,-0.903961693,-2.054086616,0.799228068,-0.314967602,0.407836456,0.008012102,-2.474033947,-1.422115485,-1.421096458,0.591976929,0.664666696,-0.775598078,0.125434845,0,1,No
-1.471931593,0.688754572,0.268046717,0.430308745,2.17154951,0.437181324,1.007010882,-2.119888267,-0.568503554,-1.542795585,0.164236238,1.749534613,-0.145839516,0.961826641,-1.119644029,-0.352020931,0.208145851,0.264858696,-1.064715416,1,0.9,No
-0.158764669,0.659745109,0.482546371,-0.781609212,0.278143874,0.414843885,-0.68079077,-1.99642516,1.122692472,0.809428757,-1.388790761,-0.291731248,-0.366696204,0.003100197,-0.488459711,1.8828379,0.765056611,0.219001179,1.025303066,0,1,No
0.301454605,-0.339326636,-0.074111939,1.494247414,-0.095513423,-0.452931575,0.98153706,-2.620737295,1.280322548,0.830761436,-0.914628675,0.616525774,-0.005940141,-0.517565596,0.938496147,2.266395114,-0.063624211,-2.0921668,-0.855309497,0,0.95,No
-1.192305098,-0.582950885,0.828050383,0.271508106,0.480593235,-1.025924999,-0.676015771,1.396934294,-0.903048501,-0.121035797,0.854511469,0.44160066,-1.266024491,0.674085185,-1.219354094,-3.517524166,-1.288303104,0.157795126,-1.096775301,1,1,No
-1.147212605,-0.496989038,-0.467828782,0.365046629,1.513286978,0.064107808,-0.232633691,1.209624082,0.15877066,1.117368942,-1.361997045,0.639640772,-0.502750562,-0.083082077,0.065744922,-0.40098934,0.604417008,0.776913295,-0.157477321,1,0.95,No
1.806498849,-0.23291996,1.298258888,-0.568538599,-0.830646149,0.317551899,-1.194646969,-2.194600114,-0.213578512,-0.827750347,0.127357452,-1.980566358,1.759993696,-0.935400518,0.241809718,1.17503928,-1.107553374,1.531759126,0.092427634,1,0.65,No
0.248175715,0.306231713,-0.383618491,-2.167535209,-0.730261652,0.33862353,-0.790766412,0.125005561,0.214010528,-0.23227517,1.031687285,-0.161774784,0.298613133,1.21128376,0.945719881,-0.343020482,0.622979142,-1.095360883,-1.018195681,0,0.05,No
1.226894728,-0.376469905,0.104407609,-0.194033941,-2.621649767,1.221395565,0.739871411,1.54408414,-0.931358249,1.616854228,-0.173670777,-0.090100431,0.557177979,1.27344595,0.050043418,3.368512733,-1.616522782,0.070959434,0.034527411,0,1,No
